ext_recipe_id,ingredient_pos,ingredient_text_norm,quantity,unit,ingredient_core
880,17,"⅓ cup grated parmesan cheese, or more to taste (optional)",,,"⅓ cup grated parmesan cheese, or more"
880,18,2 teaspoons chopped fresh parsley,2.0,tsp,chopped fresh parsley
881,1,5 cups chopped broccoli florets and stalks,5.0,cup,chopped broccoli florets and stalks
881,2,"1 onion, chopped into 1-inch pieces",1.0,,"onion, chopped into 1-inch pieces"
881,3,"3 cloves garlic, peeled",3.0,clove,"garlic, peeled"
881,4,2 tablespoons olive oil,2.0,tbsp,olive oil
881,5,3 cups vegetable broth,3.0,cup,vegetable broth
881,6,"4 ounces cream cheese, softened",4.0,oz,"cream cheese, softened"
881,7,"¾ teaspoon lemon pepper, or more as needed",0.75,tsp,"lemon pepper, or more as needed"
881,8,crushed red pepper flakes to taste,,,crushed red pepper flakes
882,1,2 (14.5 ounce) cans chicken broth,2.0,,cans chicken broth
882,2,"1 (15 ounce) can whole kernel corn, drained",1.0,,"can whole kernel corn, drained"
882,3,"1 (15 ounce) can black beans, rinsed and drained",1.0,,"can black beans, rinsed and drained"
882,4,"2 (5 ounce) cans chicken breast chunks, drained",2.0,,"cans chicken breast chunks, drained"
882,5,1 (10 ounce) can diced tomatoes with green chile peppers (such as ro*tel®),1.0,,can diced tomatoes with green chile peppers
882,6,½ teaspoon chili powder,0.5,tsp,chili powder
882,7,½ teaspoon seasoning salt,0.5,tsp,seasoning salt
882,8,½ teaspoon garlic powder,0.5,tsp,garlic powder
882,9,"1 (3.5 ounce) package tortilla strips, for garnish",1.0,,"package tortilla strips, for garnish"
882,10,"2 tablespoons shredded mexican cheese blend, or to taste",2.0,tbsp,"shredded mexican cheese blend, or"
883,1,8 ounces orzo pasta,8.0,oz,orzo pasta
883,2,1 teaspoon olive oil,1.0,tsp,olive oil
883,3,"3 medium carrots, chopped, or more to taste",3.0,,"medium carrots, chopped, or more"
883,4,"3 ribs celery, chopped",3.0,,"ribs celery, chopped"
883,5,"1 medium onion, chopped",1.0,,"medium onion, chopped"
883,6,"2 cloves garlic, minced",2.0,clove,"garlic, minced"
883,7,½ teaspoon dried thyme,0.5,tsp,dried thyme
883,8,½ teaspoon dried oregano,0.5,tsp,dried oregano
883,9,salt and ground black pepper to taste,,,salt and ground black pepper
883,10,1 bay leaf,1.0,,bay leaf
883,11,"3 (32 ounce) cartons fat-free, low-sodium chicken broth",3.0,,"cartons fat-free, low-sodium chicken broth"
883,12,½ cup fresh lemon juice,0.5,cup,fresh lemon juice
883,13,"1 lemon, zested",1.0,,"lemon, zested"
883,14,"8 ounces cooked chicken breast, chopped",8.0,oz,"cooked chicken breast, chopped"
883,15,1 (8 ounce) package baby spinach leaves,1.0,,package baby spinach leaves
883,16,"1 lemon, sliced for garnish (optional)",1.0,,"lemon, sliced for garnish"
883,17,¼ cup grated parmesan cheese (optional),0.25,cup,grated parmesan cheese
884,1,1 tablespoon vegetable oil,1.0,tbsp,vegetable oil
884,2,"3 pounds beef oxtail, cut into pieces",3.0,lb,"beef oxtail, cut into pieces"
884,3,"1 ½ pounds russet potatoes, peeled and cut into chunks",1.5,lb,"russet potatoes, peeled and cut into chunks"
884,4,"4 carrots, peeled and cut into large chunks",4.0,,"carrots, peeled and cut into large chunks"
884,5,"3 stalks celery, cut into large chunks",3.0,,"stalks celery, cut into large chunks"
884,6,"1 onion, chopped",1.0,,"onion, chopped"
884,7,1 (15 ounce) can tomato sauce,1.0,,can tomato sauce
884,8,1 cup beef broth,1.0,cup,beef broth
884,9,½ cup dry red wine,0.5,cup,dry red wine
884,10,2 tablespoons chopped fresh parsley,2.0,tbsp,chopped fresh parsley
884,11,1 tablespoon worcestershire sauce,1.0,tbsp,worcestershire sauce
884,12,1 teaspoon dried thyme,1.0,tsp,dried thyme
884,13,½ teaspoon smoked paprika,0.5,tsp,smoked paprika
884,14,1 (8 ounce) package sliced mushrooms,1.0,,package sliced mushrooms
884,15,1 cup frozen peas,1.0,cup,frozen peas
884,16,1 pinch salt and freshly ground black pepper to taste,1.0,,pinch salt and freshly ground black pepper
885,1,1 pound lean ground beef,1.0,lb,lean ground beef
885,2,"1 medium onion, chopped",1.0,,"medium onion, chopped"
885,3,"1 jalapeno pepper, seeded and minced",1.0,,"jalapeno pepper, seeded and minced"
885,4,2 ½ cups water,2.5,cup,water
885,5,2 (15 ounce) cans crushed tomatoes,2.0,,cans crushed tomatoes
885,6,"2 (15 ounce) cans pinto beans, drained",2.0,,"cans pinto beans, drained"
885,7,"1 (15 ounce) can whole kernel corn, drained",1.0,,"can whole kernel corn, drained"
885,8,"1 (15 ounce) can black beans, rinsed and drained",1.0,,"can black beans, rinsed and drained"
885,9,1 (10 ounce) can diced tomatoes and green chiles (such as ro*tel®),1.0,,can diced tomatoes and green chiles
885,10,"1 (3.8 ounce) can sliced black olives, drained",1.0,,"can sliced black olives, drained"
885,11,2 tablespoons ranch dressing mix (such as hidden valley ranch®),2.0,tbsp,ranch dressing mix
885,12,1 (1 ounce) envelope taco seasoning mix,1.0,,envelope taco seasoning mix
886,1,1 tablespoon olive oil,1.0,tbsp,olive oil
886,2,1 pound cubed lamb stew meat,1.0,lb,cubed lamb stew meat
886,3,"1 large onion, sliced into petals",1.0,,"large onion, sliced into petals"
886,4,"1 pound red potatoes, cut into large cubes",1.0,lb,"red potatoes, cut into large cubes"
886,5,"2 large carrots, sliced",2.0,,"large carrots, sliced"
886,6,"2 stalks celery, sliced",2.0,,"stalks celery, sliced"
886,7,"4 fresh button mushrooms, sliced",4.0,,"fresh button mushrooms, sliced"
886,8,2 cups beef broth,2.0,cup,beef broth
886,9,1 (6 ounce) can tomato paste,1.0,,can tomato paste
886,10,½ cup beer,0.5,cup,beer
886,11,3 tablespoons worcestershire sauce,3.0,tbsp,worcestershire sauce
886,12,1 large sprig fresh rosemary,1.0,,large sprig fresh rosemary
886,13,salt and pepper to taste,,,salt and pepper
886,14,1 ½ cups frozen peas,1.5,cup,frozen peas
887,1,1 tablespoon olive oil,1.0,tbsp,olive oil
887,2,"1 small onion, diced",1.0,,"small onion, diced"
887,3,"3 stalks celery, diced",3.0,,"stalks celery, diced"
887,4,"3 cloves garlic, minced",3.0,clove,"garlic, minced"
887,5,"2 carrots, shredded",2.0,,"carrots, shredded"
887,6,"1 pound cooked, cubed chicken breast",1.0,lb,"cooked, cubed chicken breast"
887,7,4 cups chicken broth,4.0,cup,chicken broth
887,8,1 (16 ounce) package mini potato gnocchi,1.0,,package mini potato gnocchi
887,9,1 (6 ounce) bag baby spinach leaves,1.0,,bag baby spinach leaves
887,10,1 tablespoon cornstarch (optional),1.0,tbsp,cornstarch
887,11,2 tablespoons cold water (optional),2.0,tbsp,cold water
887,12,2 cups half-and-half cream,2.0,cup,half-and-half cream
887,13,salt and ground black pepper to taste,,,salt and ground black pepper
888,1,1 cup cake flour,1.0,cup,cake flour
888,2,"1 ½ cups white sugar, divided",1.5,cup,"white sugar, divided"
888,3,12 egg whites,12.0,,egg whites
888,4,1 ½ teaspoons vanilla extract,1.5,tsp,vanilla extract
888,5,1 ½ teaspoons cream of tartar,1.5,tsp,cream of tartar
888,6,½ teaspoon salt,0.5,tsp,salt
889,1,4 ½ cups cake flour,4.5,cup,cake flour
889,2,4 cups white sugar,4.0,cup,white sugar
889,3,2 teaspoons salt,2.0,tsp,salt
889,4,2 cups boiling water,2.0,cup,boiling water
889,5,16 egg whites,16.0,,egg whites
889,6,2 tablespoons baking powder,2.0,tbsp,baking powder
889,7,2 teaspoons cream of tartar,2.0,tsp,cream of tartar
889,8,2 teaspoons vanilla extract,2.0,tsp,vanilla extract
889,9,1 teaspoon almond extract,1.0,tsp,almond extract
890,1,1 (9 inch) angel food cake,1.0,,angel food cake
890,2,2 (3 ounce) packages raspberry-flavored gelatin mix (such as jell-o®),2.0,,packages raspberry-flavored gelatin mix
890,3,1 ¼ cups boiling water,1.25,cup,boiling water
890,4,"1 (15 ounce) package frozen raspberries in syrup, thawed and undrained",1.0,,"package frozen raspberries in syrup, thawed and undrained"
890,5,1 pint heavy whipping cream,1.0,,pint heavy whipping cream
891,1,1 cup cake flour,1.0,cup,cake flour
891,2,1 cup egg whites,1.0,cup,egg whites
891,3,1 teaspoon cream of tartar,1.0,tsp,cream of tartar
891,4,¼ teaspoon salt,0.25,tsp,salt
891,5,1 ¼ cups white sugar,1.25,cup,white sugar
891,6,¾ teaspoon vanilla extract,0.75,tsp,vanilla extract
891,7,¼ teaspoon almond extract,0.25,tsp,almond extract
891,8,"⅓ cup maraschino cherries, drained and sliced",,,"⅓ cup maraschino cherries, drained and sliced"
892,1,1 ⅓ cups sifted cake flour,1.0,,⅓ cups sifted cake flour
892,2,1 ⅛ cups white sugar,1.0,,⅛ cups white sugar
892,3,1 ½ cups egg whites,1.5,cup,egg whites
892,4,1 ¼ teaspoons cream of tartar,1.25,tsp,cream of tartar
892,5,¾ teaspoon salt,0.75,tsp,salt
892,6,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
892,7,½ teaspoon lemon extract,0.5,tsp,lemon extract
893,1,"1 (20 ounce) can crushed pineapple, in juice",1.0,,"can crushed pineapple, in juice"
893,2,1 (16 ounce) package angel food cake mix,1.0,,package angel food cake mix
894,1,18 egg whites,18.0,,egg whites
894,2,2 teaspoons cream of tartar,2.0,tsp,cream of tartar
894,3,1 pinch salt,1.0,,pinch salt
894,4,1 ½ cups white sugar,1.5,cup,white sugar
894,5,1 cup cake flour,1.0,cup,cake flour
894,6,½ cup confectioners' sugar,0.5,cup,confectioners' sugar
894,7,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
895,1,3 tablespoons angel food cake mix,3.0,tbsp,angel food cake mix
895,2,2 teaspoons water,2.0,tsp,water
895,3,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
896,1,1 cup white rice flour,1.0,cup,white rice flour
896,2,½ cup powdered sugar,0.5,cup,powdered sugar
896,3,¼ teaspoon xanthan gum,0.25,tsp,xanthan gum
896,4,18 large egg whites,18.0,,large egg whites
896,5,2 teaspoons cream of tartar,2.0,tsp,cream of tartar
896,6,1 pinch salt,1.0,,pinch salt
896,7,1 ½ cups white sugar,1.5,cup,white sugar
896,8,1 teaspoon pure vanilla extract,1.0,tsp,pure vanilla extract
897,1,1 ½ cups egg whites,1.5,cup,egg whites
897,2,½ teaspoon salt,0.5,tsp,salt
897,3,1 ¾ teaspoons cream of tartar,1.75,tsp,cream of tartar
897,4,½ cup honey,0.5,cup,honey
897,5,1 cup sifted cake flour,1.0,cup,sifted cake flour
897,6,1 cup white sugar,1.0,cup,white sugar
897,7,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
898,1,¾ cup cake flour,0.75,cup,cake flour
898,2,¼ cup unsweetened cocoa powder,0.25,cup,unsweetened cocoa powder
898,3,1 ½ cups white sugar,1.5,cup,white sugar
898,4,"3 (1 ounce) squares semisweet chocolate, grated",3.0,,"squares semisweet chocolate, grated"
898,5,12 egg whites,12.0,,egg whites
898,6,1 teaspoon cream of tartar,1.0,tsp,cream of tartar
898,7,¼ teaspoon salt,0.25,tsp,salt
898,8,¼ teaspoon vanilla extract,0.25,tsp,vanilla extract
898,9,1 ½ teaspoons lemon juice,1.5,tsp,lemon juice
898,10,confectioners' sugar for dusting,,,confectioners' sugar for dusting
899,1,1 ¾ cups white sugar,1.75,cup,white sugar
899,2,1 cup cake flour,1.0,cup,cake flour
899,3,¼ teaspoon salt,0.25,tsp,salt
899,4,"12 egg whites, at room temperature",12.0,,"egg whites, at room temperature"
899,5,⅓ cup water,,,⅓ cup water
899,6,1 ½ teaspoons cream of tartar,1.5,tsp,cream of tartar
899,7,1 teaspoon lemon extract,1.0,tsp,lemon extract
900,1,6 egg whites,6.0,,egg whites
900,2,½ teaspoon cream of tartar,0.5,tsp,cream of tartar
900,3,¼ teaspoon salt,0.25,tsp,salt
900,4,¾ cup white sugar,0.75,cup,white sugar
900,5,½ cup all-purpose flour,0.5,cup,all-purpose flour
900,6,½ teaspoon vanilla extract,0.5,tsp,vanilla extract
900,7,6 egg yolks,6.0,,egg yolks
900,8,¾ cup white sugar,0.75,cup,white sugar
900,9,¼ teaspoon salt,0.25,tsp,salt
900,10,¾ cup all-purpose flour,0.75,cup,all-purpose flour
900,11,¼ cup boiling water,0.25,cup,boiling water
900,12,¾ teaspoon baking powder,0.75,tsp,baking powder
900,13,1 teaspoon vanilla extract,1.0,tsp,vanilla extract
901,1,1 ½ cups egg whites,1.5,cup,egg whites
901,2,1 teaspoon cream of tartar,1.0,tsp,cream of tartar
901,3,½ teaspoon vanilla extract,0.5,tsp,vanilla extract
901,4,½ teaspoon almond extract,0.5,tsp,almond extract
901,5,1 ¼ cups cake flour,1.25,cup,cake flour
901,6,1 ¾ cups white sugar,1.75,cup,white sugar
901,7,¼ teaspoon salt,0.25,tsp,salt
902,1,1 cup extra virgin olive oil,1.0,cup,extra virgin olive oil
902,2,12 fresh cherry peppers,12.0,,fresh cherry peppers
902,3,"6 ounces sharp provolone cheese, cubed",6.0,oz,"sharp provolone cheese, cubed"
902,4,"6 ounces prosciutto, thinly sliced",6.0,oz,"prosciutto, thinly sliced"
902,5,1 teaspoon salt,1.0,tsp,salt
903,1,2 flatbreads,2.0,,flatbreads
903,2,1/4 cup extra-virgin olive oil,0.25,cup,extra-virgin olive oil
903,3,"3 garlic cloves,",3.0,,garlic cloves
903,4,2 cups cherry or grape tomatoes,2.0,cup,cherry or grape tomatoes
903,5,1/2 cup sliced kalamata olives,0.5,cup,sliced kalamata olives
903,6,"1/2 red onion,",0.5,,red onion
903,7,1/3 cup pepperoncini,0.3333333333333333,cup,pepperoncini
903,8,3 tablespoons feta cheese,3.0,tbsp,feta cheese
903,9,"fresh oregano,",,,fresh oregano
904,1,20 cherry tomatoes,20.0,,cherry tomatoes
904,2,"10 ounces mozzarella cheese, cubed",10.0,oz,"mozzarella cheese, cubed"
904,3,2 tablespoons extra virgin olive oil,2.0,tbsp,extra virgin olive oil
904,4,"2 tablespoons fresh basil leaves, chopped",2.0,tbsp,"fresh basil leaves, chopped"
904,5,1 pinch salt,1.0,,pinch salt
904,6,1 pinch ground black pepper,1.0,,pinch ground black pepper
904,7,20 toothpicks,20.0,,toothpicks
905,1,1 (8 ounce) box manicotti pasta,1.0,,box manicotti pasta
905,2,1 pound ground beef,1.0,lb,ground beef
905,3,1 packet taco seasoning,1.0,,packet taco seasoning
905,4,4 ounces green chiles,4.0,oz,green chiles
905,5,"1 10 ounce) can tomatoes with green chiles, such as ro*tel®, drained",1.0,,"10 ounce) can tomatoes with green chiles, such as ro*tel®, drained"
905,6,2 cups shredded cheddar cheese,2.0,cup,shredded cheddar cheese
905,7,3 large eggs,3.0,,large eggs
905,8,2 tablespoons milk or half-and-half,2.0,tbsp,milk or half-and-half
905,9,3 cups tortilla chips,3.0,cup,tortilla chips
905,10,"salsa, hot sauce, sour cream, and/or guacamole",,,"salsa, hot sauce, sour cream, and/or guacamole"
906,1,1 french baguette,1.0,,french baguette
906,2,"2 to 3 garlic cloves, peeled",2.0,,"to 3 garlic cloves, peeled"
906,3,1 pinch salt,1.0,,pinch salt
906,4,1/2 cup unsalted butter,0.5,cup,unsalted butter
906,5,8 ounces mozzarella cheese,8.0,oz,mozzarella cheese
906,6,"1 cup cherry tomatoes,",1.0,cup,cherry tomatoes
906,7,1 (4 ounce) package prosciutto,1.0,,package prosciutto
906,8,2 to 3 basil leaves,2.0,,to 3 basil leaves
907,1,20 toothpicks,20.0,,toothpicks
907,2,"20 grape or cherry tomatoes, halved",20.0,,"grape or cherry tomatoes, halved"
907,3,20 fresh basil leaves,20.0,,fresh basil leaves
907,4,20 small balls fresh mozzarella cheese (often labeled bocconcini),20.0,,small balls fresh mozzarella cheese
907,5,salt and pepper to taste,,,salt and pepper
907,6,½ cup balsamic vinegar,0.5,cup,balsamic vinegar
907,7,¼ cup extra virgin olive oil,0.25,cup,extra virgin olive oil
908,1,12 fresh zucchini blossoms,12.0,,fresh zucchini blossoms
908,2,¾ cup soft goat cheese at room temperature,0.75,cup,soft goat cheese at room temperature
908,3,¼ cup shredded gruyère cheese,0.25,cup,shredded gruyère cheese
908,4,1 large egg yolk,1.0,,large egg yolk
908,5,"1 pinch freshly ground black pepper, or to taste",1.0,,"pinch freshly ground black pepper, or"
908,6,1 pinch cayenne pepper,1.0,,pinch cayenne pepper
909,1,4 cups chopped cauliflower,4.0,cup,chopped cauliflower
909,2,4 cups pearl onions,4.0,cup,pearl onions
909,3,2 cups chopped red bell peppers,2.0,cup,chopped red bell peppers
909,4,2 cups chopped green bell peppers,2.0,cup,chopped green bell peppers
909,5,2 cups chopped celery,2.0,cup,chopped celery
909,6,"2 cucumbers - peeled, seeded and chopped",2.0,,"cucumbers - peeled, seeded and chopped"
909,7,"2 cups carrots, chopped",2.0,cup,"carrots, chopped"
909,8,2 cups vegetable oil,2.0,cup,vegetable oil
909,9,2 cups distilled white vinegar,2.0,cup,distilled white vinegar
909,10,1 (6 ounce) can tomato paste,1.0,,can tomato paste
909,11,"1 tablespoon pickling spice, wrapped in cheesecloth",1.0,tbsp,"pickling spice, wrapped in cheesecloth"
909,12,1 cup black olives,1.0,cup,black olives
909,13,1 cup pitted green olives,1.0,cup,pitted green olives
909,14,4 cups canned mushrooms,4.0,cup,canned mushrooms
909,15,"1 ½ (5 ounce) cans tuna, drained and flaked",1.5,,"cans tuna, drained and flaked"
910,1,2 (10 ounce) cans refrigerated crescent dinner rolls,2.0,,cans refrigerated crescent dinner rolls
910,2,¼ pound thinly sliced boiled ham,0.25,lb,thinly sliced boiled ham
910,3,¼ pound thinly sliced provolone cheese,0.25,lb,thinly sliced provolone cheese
910,4,¼ pound thinly sliced swiss cheese,0.25,lb,thinly sliced swiss cheese
910,5,¼ pound thinly sliced genoa salami,0.25,lb,thinly sliced genoa salami
910,6,¼ pound thinly sliced pepperoni sausage,0.25,lb,thinly sliced pepperoni sausage
910,7,"1 (12 ounce) jar roasted red peppers, drained, cut into thin strips",1.0,,"jar roasted red peppers, drained, cut into thin strips"
910,8,3 eggs,3.0,,eggs
910,9,3 tablespoons grated parmesan cheese,3.0,tbsp,grated parmesan cheese
910,10,½ teaspoon ground black pepper,0.5,tsp,ground black pepper
911,1,"1 pint cherry tomatoes, halved",1.0,,"pint cherry tomatoes, halved"
911,2,1 (.6 ounce) package fresh basil leaves,1.0,,package fresh basil leaves
911,3,1 (16 ounce) package small fresh mozzarella balls,1.0,,package small fresh mozzarella balls
911,4,toothpicks,,,toothpicks
911,5,3 tablespoons olive oil,3.0,tbsp,olive oil
911,6,salt and pepper to taste,,,salt and pepper
912,1,"3 sprigs fresh basil, stems removed",3.0,,"sprigs fresh basil, stems removed"
912,2,"1 small watermelon, fruit removed with a melon baller",1.0,,"small watermelon, fruit removed with a melon baller"
912,3,"1 (8 ounce) package fresh mozzarella cheese, cut into small pieces",1.0,,"package fresh mozzarella cheese, cut into small pieces"
912,4,2 tablespoons olive oil,2.0,tbsp,olive oil
912,5,2 tablespoons balsamic vinegar,2.0,tbsp,balsamic vinegar
912,6,salt and ground black pepper to taste,,,salt and ground black pepper
913,1,"3 (4.5 ounce) cans tuna packed in olive oil, drained",3.0,,"cans tuna packed in olive oil, drained"
913,2,½ cup unsalted butter at room temperature,0.5,cup,unsalted butter at room temperature
913,3,"3 tablespoons capers, drained",3.0,tbsp,"capers, drained"
913,4,1 tablespoon chopped italian flat-leaf parsley,1.0,tbsp,chopped italian flat-leaf parsley
913,5,1 teaspoon lemon juice (optional),1.0,tsp,lemon juice
913,6,salt and ground black pepper to taste,,,salt and ground black pepper
914,1,"1 pound small mushrooms, stemmed",1.0,lb,"small mushrooms, stemmed"
914,2,4 tablespoons extra-virgin olive oil,4.0,tbsp,extra-virgin olive oil
914,3,3 tablespoons white wine vinegar,3.0,tbsp,white wine vinegar
914,4,"½ red onion, finely chopped",0.5,,"red onion, finely chopped"
914,5,2 tablespoons finely chopped fresh oregano,2.0,tbsp,finely chopped fresh oregano
914,6,2 tablespoons finely chopped fresh thyme,2.0,tbsp,finely chopped fresh thyme
914,7,"2 cloves garlic cloves, pressed",2.0,clove,"garlic cloves, pressed"
914,8,½ teaspoon salt,0.5,tsp,salt
914,9,½ teaspoon freshly ground black pepper,0.5,tsp,freshly ground black pepper
915,1,2 heads iceberg lettuce,2.0,,heads iceberg lettuce
915,2,1 tablespoon garlic powder,1.0,tbsp,garlic powder
915,3,1 tablespoon dried oregano,1.0,tbsp,dried oregano
915,4,1 (8 ounce) bottle italian-style salad dressing,1.0,,bottle italian-style salad dressing
915,5,1 pound thinly sliced cooked ham,1.0,lb,thinly sliced cooked ham
915,6,2 ½ pounds sliced provolone cheese,2.5,lb,sliced provolone cheese
915,7,"½ pound genoa salami, thinly sliced",0.5,lb,"genoa salami, thinly sliced"
915,8,"¼ pound capacola sausage, sliced",0.25,lb,"capacola sausage, sliced"
915,9,"¼ pound pepperoni sausage, sliced",0.25,lb,"pepperoni sausage, sliced"
915,10,"¼ pound prosciutto, thinly sliced",0.25,lb,"prosciutto, thinly sliced"
915,11,¼ pound thinly sliced roast beef,0.25,lb,thinly sliced roast beef
915,12,1 cup fresh mushrooms,1.0,cup,fresh mushrooms
915,13,1 (6 ounce) can marinated artichoke hearts,1.0,,can marinated artichoke hearts
915,14,1 (7 ounce) jar roasted red peppers,1.0,,jar roasted red peppers
915,15,1 (6 ounce) can sliced black olives,1.0,,can sliced black olives
915,16,¾ cup sliced pepperoncini peppers,0.75,cup,sliced pepperoncini peppers
915,17,1 (5 ounce) jar sliced pimento-stuffed green olives,1.0,,jar sliced pimento-stuffed green olives
915,18,½ cup crumbled gorgonzola cheese,0.5,cup,crumbled gorgonzola cheese
915,19,"½ pound mozzarella cheese, sliced",0.5,lb,"mozzarella cheese, sliced"
915,20,¼ cup grated parmesan cheese,0.25,cup,grated parmesan cheese
916,1,"2 ripe, sweet (but not soft) freestone peaches",2.0,,"ripe, sweet freestone peaches"
916,2,"3 thin slices prosciutto, or more as needed, torn into ribbons",3.0,,"thin slices prosciutto, or more as needed, torn into ribbons"
916,3,"8 small bamboo skewers, soaked in water 20 minutes",8.0,,"small bamboo skewers, soaked in water 20 minutes"
916,4,6 ounces burrata cheese,6.0,oz,burrata cheese
916,5,"1 tablespoon extra virgin olive oil, for drizzling",1.0,tbsp,"extra virgin olive oil, for drizzling"
916,6,coarse sea salt to taste,,,coarse sea salt
916,7,"freshly ground black pepper, to taste",,,freshly ground black pepper
916,8,1 tablespoon finely sliced fresh basil leaves,1.0,tbsp,finely sliced fresh basil leaves
917,1,24 sprigs fresh rosemary,24.0,,sprigs fresh rosemary
917,2,"12 ounces marinated mozzarella balls, drained",12.0,oz,"marinated mozzarella balls, drained"
917,3,"½ cup pitted castelvetrano olives, rinsed and dried",0.5,cup,"pitted castelvetrano olives, rinsed and dried"
917,4,"¼ cup pitted kalamata olives, rinsed and drained",0.25,cup,"pitted kalamata olives, rinsed and drained"
917,5,¼ cup sugar plum tomatoes,0.25,cup,sugar plum tomatoes
918,1,1 (8 ounce) container small fresh mozzarella balls,1.0,,container small fresh mozzarella balls
918,2,1 (4 ounce) package fresh basil leaves,1.0,,package fresh basil leaves
918,3,"1 (10.5 ounce) container cherry tomatoes, halved",1.0,,"container cherry tomatoes, halved"
918,4,"24 small skewers, or as needed",24.0,,"small skewers, or as needed"
918,5,salt and ground black pepper to taste,,,salt and ground black pepper
919,1,"2 stalks stalk celery, chopped into 1/4-inch pieces",2.0,,"stalks stalk celery, chopped into 1/4-inch pieces"
919,2,½ cup olive oil,0.5,cup,olive oil
919,3,"1 onion, thinly sliced",1.0,,"onion, thinly sliced"
919,4,"1 medium eggplant, chopped into bite-size pieces",1.0,,"medium eggplant, chopped into bite-size pieces"
919,5,"2 red bell peppers, thinly sliced",2.0,,"red bell peppers, thinly sliced"
919,6,"2 zucchini, cubed",2.0,,"zucchini, cubed"
919,7,1 ¾ cups tomato puree (passata),1.75,cup,tomato puree
919,8,½ cup white vinegar,0.5,cup,white vinegar
919,9,1 tablespoon white sugar,1.0,tbsp,white sugar
919,10,"10 black olives, pitted",10.0,,"black olives, pitted"
919,11,2 tablespoons raisins,2.0,tbsp,raisins
919,12,2 tablespoons pine nuts,2.0,tbsp,pine nuts
919,13,1 teaspoon capers,1.0,tsp,capers
919,14,salt and ground black pepper to taste,,,salt and ground black pepper
919,15,"10 leaves basil, chopped",10.0,,"leaves basil, chopped"
920,1,1 red bell pepper,1.0,,red bell pepper
920,2,1 yellow bell pepper,1.0,,yellow bell pepper
920,3,1 orange bell pepper,1.0,,orange bell pepper
920,4,¾ cup extra-virgin olive oil,0.75,cup,extra-virgin olive oil
920,5,"1 clove garlic, minced",1.0,clove,"garlic, minced"
920,6,"5 leaves fresh basil leaves, finely sliced",5.0,,"leaves fresh basil leaves, finely sliced"
920,7,½ teaspoon dried oregano,0.5,tsp,dried oregano
920,8,½ teaspoon salt,0.5,tsp,salt
920,9,¼ teaspoon ground black pepper,0.25,tsp,ground black pepper
921,1,1 (20 ounce) package refrigerated tortellini,1.0,,package refrigerated tortellini
921,2,2 pints cherry tomatoes,2.0,,pints cherry tomatoes
921,3,½ cup pesto,0.5,cup,pesto
921,4,toothpicks,,,toothpicks
922,1,"2 bunches fresh parsley, finely chopped",2.0,,"bunches fresh parsley, finely chopped"
922,2,"1 (2 ounce) can anchovy fillets, chopped",1.0,,"can anchovy fillets, chopped"
922,3,"3 cloves garlic, minced",3.0,clove,"garlic, minced"
922,4,1 ½ tablespoons tomato paste,1.5,tbsp,tomato paste
922,5,4 tablespoons distilled white vinegar,4.0,tbsp,distilled white vinegar
922,6,½ cup extra virgin olive oil,0.5,cup,extra virgin olive oil
923,1,1 cup shredded fresh mozzarella cheese,1.0,cup,shredded fresh mozzarella cheese
923,2,3 tablespoons grated parmigiano-reggiano cheese,3.0,tbsp,grated parmigiano-reggiano cheese
923,3,10 zucchini blossoms,10.0,,zucchini blossoms
923,4,7 tablespoons rice flour,7.0,tbsp,rice flour
923,5,2 eggs,2.0,,eggs
923,6,¼ cup milk,0.25,cup,milk
923,7,¼ cup sparkling water,0.25,cup,sparkling water
923,8,2 tablespoons sweet rice flour,2.0,tbsp,sweet rice flour
923,9,salt and ground black pepper to taste,,,salt and ground black pepper
923,10,1 cup oil for frying,1.0,cup,oil for frying
924,1,"1 green bell pepper, chopped",1.0,,"green bell pepper, chopped"
924,2,"1 red bell pepper, chopped",1.0,,"red bell pepper, chopped"
924,3,"1 yellow bell pepper, chopped",1.0,,"yellow bell pepper, chopped"
924,4,"1 ½ cups fresh green beans, cut into 1/2-inch pieces",1.5,cup,"fresh green beans, cut into 1/2-inch pieces"
924,5,"1 large white onion, finely chopped",1.0,,"large white onion, finely chopped"
924,6,"12 cloves garlic, pressed",12.0,clove,"garlic, pressed"
924,7,"1 head broccoli, finely chopped",1.0,,"head broccoli, finely chopped"
924,8,"½ head cauliflower, finely chopped",0.5,,"head cauliflower, finely chopped"
924,9,"2 stalks celery, finely chopped",2.0,,"stalks celery, finely chopped"
924,10,2 cups finely chopped fresh mushrooms,2.0,cup,finely chopped fresh mushrooms
924,11,¼ cup olive oil,0.25,cup,olive oil
924,12,2 cups ketchup,2.0,cup,ketchup
924,13,"4 tomatoes, peeled and chopped",4.0,,"tomatoes, peeled and chopped"
924,14,¾ cup white vinegar,0.75,cup,white vinegar
924,15,1 dash balsamic vinegar,1.0,,dash balsamic vinegar
924,16,salt and ground black pepper to taste,,,salt and ground black pepper
924,17,"1 (6 ounce) can pitted black olives, drained and coarsely chopped",1.0,,"can pitted black olives, drained and coarsely chopped"
924,18,"1 (5 ounce) jar pitted green olives, drained and coarsely chopped",1.0,,"jar pitted green olives, drained and coarsely chopped"
